,Company_Name,Rcmd_Name,Score
6494,neogames s.a.,"day one biopharmaceuticals, inc.",0.28
6359,brasilagro companhia brasileira,brandywineglobal-global income opportunities fund inc,0.28
13811,advisors' inner circle fund,newstream energy technologies group inc.,0.28
6024,aimia inc.,gabelli multi-media trust inc. (the),0.28
7119,honey badger exploration inc.,cohen & steers limited duration preferred and income fund inc,0.28
11119,"tricida, inc.","tortoise energy independence fund, inc.",0.28
7116,mayfair gold corp.,dfa five-year global fixed income portfolio,0.28
7114,assured guaranty ltd.,ishares global infrastructure ucits etf,0.28
13335,pimco funds,thrivent small cap stock fund,0.28
2002,franklin templeton investment funds,goldman sachs mlp income opportunities fund,0.28
9592,nippon telegraph & telephone corporation,pimco etfs plc - pimco us short-term high yield corporate bond index ucits etf,0.28
4987,australian goldfields limited,voya asia pacific high dividend equity income fund,0.28
2051,alpha exploration ltd.,saba capital income & opportunities fund,0.28
14034,"neurotrope, inc.",natural grocers by vitamin cottage inc.,0.28
11213,beneficient,choiceone financial services inc,0.28
11227,sappi limited,saba capital income & opportunities fund,0.28
2465,t. rowe price,occidental petroleum corporation,0.28
4974,plaza retail reit,ishares plc - european property yield ucits,0.28
13279,1329307 b.c. ltd.,new horizon aircraft ltd.,0.28
5262,mineral mountain resources ltd.,nuveen short-duration credit opportunities fund,0.28
4729,bit brother limited,first trust senior floating rate income fund ii,0.28
10376,san lorenzo gold corp.,ishares plc - european property yield ucits,0.28
6814,wireless fund,primark private equity investments fund,0.28
10371,zedcor inc.,"independence contract drilling, inc.",0.28
7077,looking glass labs ltd.,blackrock global funds - global allocation fund,0.28
10796,the city market of los angeles,voya emerging markets high dividend equity fund,0.28
7819,eqitrade limited,mexico equity and income fund inc. (the),0.28
13431,ab funds,ab equity income fund inc,0.28
2625,lululemon athletica inc.,nuveen new york amt-free quality municipal income fund,0.28
9945,trail blazing ventures ltd.,first trust senior floating rate 2022 target term fund,0.28
5978,bp p.l.c.,"xbp europe holdings, inc.",0.28
2110,bb&t mutual funds,cohen & steers total return realty fund inc,0.28
7988,james bell capital corp.,fathom digital manufacturing corporation,0.28
9440,intouch insight ltd.,first trust high income long short fund,0.28
3712,ascot resources ltd.,invesco us treasury bond 1-3 year ucits etf,0.28
3693,flex ltd.,flexsteel industries inc.,0.28
11852,gmo trust,granite point mortgage trust inc,0.28
5881,baozun inc.,blackrock municipal income fund inc.,0.28
3658,fortis inc. (esop),pnc financial services group inc. (the),0.28
1132,slate grocery reit,blackstone / gso senior floating rate term fund,0.28
6110,reef resources ltd.,ishares $ treasury bond 20+yr ucits etf,0.28
10539,mallinckrodt plc,macquarie infrastructure company llc,0.28
11359,venerable ventures ltd.,nuveen preferred & income opportunites fund,0.28
9456,feel foods ltd.,fidelity concord street trust - fidelity,0.28
11456,emergia inc.,new america high income fund inc. (the),0.28
2069,akumin inc.,blackrock municipal income fund inc.,0.28
2353,allkem limited,gabelli multi-media trust inc. (the),0.28
8314,oberweis funds,aberdeen global premier properties fund,0.28
11881,city of hills iowa health fac rev bd ser,cohen & steers total return realty fund inc,0.28
8093,cementos pacasmayo s a a,invesco us treasury bond 1-3 year ucits etf,0.28
966,"extendicare inc. (the ""corporation"")",nuveen enhanced amt-free municipal credit opportunities fund,0.28
259,rugby resources ltd.,ishares global infrastructure ucits etf,0.28
11342,dlocal limited,aberdeen global premier properties fund,0.28
8328,state automobile mutual insurance co,eaton vance tax-managed global diversified equity income fund,0.28
8354,mainstay funds,madison covered call & equity strategy fund,0.28
13191,nuveen funds,nuveen quality preferred income fund,0.28
11554,madison funds,brown advisory funds plc - american fund,0.28
11335,general assembly holdings limited,western asset/claymore u.s treasury inflation prot secs fd 2,0.28
8132,aptiv plc,adaptive biotechnologies corp,0.28
9547,fusion fuel green plc,ecofin u.s. renewables infrastructure trust plc,0.28
3382,mainz biomed n.v.,new america high income fund inc. (the),0.28
12362,the manhattan club,united bancorporation of alabama inc,0.28
12185,fidelity revere street trust,intelligent protection management corp.,0.28
3249,barclays plc,spdr nuveen barclays municipal bond etf,0.28
432,rusoro mining ltd.,westbrook thompson overriding royalty trust,0.28
12333,pjsc phosagro,spruce power holding corporation,0.28
8541,meta data limited,eaton vance tax advantaged dividend income fund,0.28
1053,spark new zealand ltd.,blackrock muniyield pennsylvania insured quality fund,0.28
8520,banco de chile,john hancock income securities trust,0.28
12611,trust for professional managers,ishares usd corporate bond ucits etf,0.28
574,bank7 corp.,community bankers trust corporation.,0.28
3471,mallinckrodt plc,quanex building products corporation,0.28
3468,asia pacific wire & cable corp. limited,virtus allianzgi diversified income & convertible fund,0.28
8432,"oneconnect financial technology co., ltd",nuveen enhanced amt-free municipal credit opportunities fund,0.28
1216,imperial oil limited,ecofin sustainable and social impact term fund,0.28
4327,ubique minerals limited,ecofin sustainable and social impact term fund,0.28
8540,the ether fund,cohen & steers total return realty fund inc,0.28
5528,viva gold corp.,dfa five-year global fixed income portfolio,0.28
3613,ccsc technology international hldg ltd,delaware investments national municipal income fund - delete,0.28
3476,knox cnty tenn health edl,blackrock muniyield pennsylvania insured quality fund,0.28
12066,mainstay defined term,blackstone / gso senior floating rate term fund,0.28
5633,codere online luxembourg s.a.,ishares global infrastructure ucits etf,0.28
2213,chalice brands ltd.,saba capital income & opportunities fund ii,0.28
5665,"anaplan, inc.",nuveen california municipal value fund inc.,0.28
9184,buffalo funds,blackrock municipal income fund inc.,0.28
5558,rio silver inc.,dfa investment dimensions group inc.,0.28
11979,fireweed zinc ltd.,first trust enhanced equity income fund,0.28
9178,banco bradesco s a,cbre clarion global real estate income fund,0.28
12126,1290 funds trust,putnam municipal opportunities trust,0.28
3948,allspring funds trust,blackrock municipal income investment trust,0.28
3941,champion bear resources ltd.,ishares jp morgan usd emerging markets bond etf,0.28
9062,canadian imperial bank of commerce,virtus allianzgi diversified income & convertible fund,0.28
3835,pax world fds ser tr i,madison covered call & equity strategy fund,0.28
4548,companhia siderurgica nacional,nuveen intermediate duration municipal bond fund,0.27
9964,livanova plc,private bancorp of america inc,0.27
9279,aviva plc,"savers value village, inc.",0.27
1038,vascular biogenics ltd.,invesco us treasury bond 7-10 year ucits etf,0.27
4554,haleon plc,healthwell acquisition corp. i,0.27
9936,westrock coffee company,nuveen insured new york select tax-free income portfolio,0.27
9942,zura bio limited,nuveen ohio quality municipal income fund,0.27
533,ninepoint bitcoin etf,nuveen intermediate duration municipal term fund,0.27
4599,azzad fund,nuveen build america bond fund,0.27
4613,egr exploration ltd.,barings global short duration high yield fund,0.27
9564,genfit sa,servisfirst bancshares inc,0.27
9977,virax biolabs group limited,"virtus dividend, interest & premium strategy fund",0.27
5375,mfs meridian funds,nuveen amt-free quality municipal income fund,0.27
5376,mfs meridian funds,nuveen missouri quality municipal income fund,0.27
10727,unilever n.v.,lincoln electric holdings inc.,0.27
4369,lizhi inc,"virgin galactic holdings, inc.",0.27
2091,oceansix future paths ltd.,nyli cbre global infrastructure megatrends term fund,0.27
4336,blue hat interactive entmt technology,barings emerging markets debt blended total return fund,0.27
1829,"sk telecom co., ltd.",first trust energy income and growth fund,0.27
5369,mfs funds,blackrock closed-end funds,0.27
5540,sei fund,swiss helvetia fund inc. (the),0.27
4536,silver range resources ltd.,eaton vance tax-managed buy-write opportunities fund,0.27
1219,lincoln funds,virtus allianzgi convertible & income fund ii,0.27
9755,aon plc,tracon pharmaceuticals inc,0.27
1315,lion one metals limited,eaton vance tax-managed buy-write opportunities fund,0.27
9470,entera bio ltd.,western asset global high income fund inc,0.27
3479,nestle s.a.,the necessity retail reit inc.,0.27
2801,pjsc mmc norilsk nickel,eaton vance new york insured municipal bond fund,0.27
6501,"china yangtze power co., ltd.",nuveen variable rate preferred & income fund,0.27
3442,companhia de saneamento basico do estado,invesco pennsylvania value municipal income trust,0.27
12722,pimco funds,nuveen equity premium income fund,0.27
13553,"grupo posadas, s.a. de c.v.",marriott vacations worldwide corp,0.27
1371,wallbox n.v.,eagle bancorp montana inc.,0.27
5631,immunoprecise antibodies ltd.,ishares core msci world ucits etf usd acc,0.27
4993,sparc ai inc.,blackrock muniyield quality fund iii inc.,0.27
9246,versabank,perpetual federal savings bank,0.27
3845,pax world,camping world holdings inc,0.27
5364,mfs funds,mfs municipal income trust,0.27
9267,pontus protein ltd.,blackrock inflation protected bond portfolio,0.27
556,re royalties ltd,corporate property associates 18 - global inc,0.27
9721,impact shares,dime community bancshares inc. (acquired),0.27
11099,can-cal resources ltd.,eaton vance global macro absolute return fund,0.27
9253,perseus mining limited,aberdeen emerging markets equity income fund inc,0.27
1867,pnc fund,pimco municipal income fund ii,0.27
9251,china finance online co. limited,eaton vance tax-managed buy-write opportunities fund,0.27
5458,jsc vtb bank,first national bank of griffin,0.27
10126,nova minerals limited,nuveen amt-free quality municipal income fund,0.27
9487,idex biometrics asa,invesco municipal income opportunities trust,0.27
10016,nayax ltd.,"daybreak oil and gas, inc.",0.27
10531,asian television network int'l limited,direxion daily semiconductors bull 3x shares,0.27
10082,gh research plc,"guggenheim funds investment advisors, llc",0.27
10151,canadian net reit,eaton vance municipal income 2028 term trust,0.27
5196,nio inc,"virgin orbit holdings, inc",0.27
7046,blender bites limited,nuveen intermediate duration municipal term fund,0.27
4868,compania cervecerias unidas,western asset emerging markets debt fund inc,0.27
10127,newtopia inc.,nuveen new york municipal value fund inc.,0.27
10143,myt netherlands parent b.v.,eaton vance tax-managed buy-write income fund,0.27
5188,eq inc.,"star equity holdings, inc.",0.27
2188,acer inc,amc entertainment holdings inc,0.27
11601,ghp noetic science-psychedelic pharma,blackrock science & technology trust,0.27
10256,inland explorations ltd.,t. rowe price media & telecommunications fund inc,0.27
9196,tuya inc,tri-county financial group inc,0.27
10274,golden tag resources ltd.,eaton vance tax-managed buy-write opportunities fund,0.27
4849,ventura cannabis and wellness corp.,nuveen tax-advantaged total return strategy fund,0.27
10208,fomento economico mexicano s.a.b. de cv,"bny mellon strategic municipal bond fund, inc",0.27
11997,iqhq inc,mobiquity technologies inc,0.27
4672,diageo plc,meritage hospitality group inc,0.27
1073,gold fields limited,blackrock muniyield pennsylvania quality fund,0.27
2787,canadian western bank,eaton vance global macro absolute return fund,0.27
10523,orocobre limited,pimco corporate & income opportunity fund,0.27
1799,inflection resources ltd.,blackrock inflation protected bond portfolio,0.27
10615,air astana jsc,western asset managed municipals fund inc,0.27
10437,banco hipotecario s.a.,blackrock inflation protected bond portfolio,0.27
9314,ati inc.,vestin realty mortgage ii inc.,0.27
2109,bb&t mutual funds,"bny mellon strategic municipal bond fund, inc",0.27
9301,global battery metals ltd.,eaton vance global macro absolute return advantage fund,0.27
11345,ivy funds,invesco energy fund/united states,0.27
9567,usb trust,blackrock municipal bond trust,0.27
4300,undiscovered managers funds,nuveen enhanced amt-free municipal credit opportunities fund,0.27
9583,mlk gold ltd.,blackrock muniyield quality fund inc.,0.27
11636,grupo posadas,goodrich petroleum corporation,0.27
11655,xplore resources corp.,corporate property associates 17 - global inc,0.27
9629,creatd inc.,blackrock muniyield quality fund iii inc.,0.27
2057,cathedra bitcoin inc.,clearbridge energy midstream opportunity fund inc,0.27
9302,d2l inc.,5e advanced materials inc.,0.27
